,loc_id,latitude,longitude,subnational1_code,entry_technique,sub_id,obs_id,month,day,year,proj_period_id,species_code,how_many,valid,reviewed,day1_am,day1_pm,day2_am,day2_pm,effort_hrs_atleast,snow_dep_atleast,data_entry_method
9936,L618264,42.8957889,-88.4915655,US-WI,ESRI_WEBSERVICE_STREET,S80424268,OBS1065883697,2,2,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
9946,L13350158,42.4051769,-71.1491572,US-MA,/GOOGLE_MAP/ZOOM:18,S84559852,OBS1109088784,3,29,2021,PFW_2021,blujay,1,1,0,1,1,1,1,8.001,0.0,PFW Web 4.1.4
9948,L150164,35.3874275,-89.8502684,US-TN,PointMaker1.0_2,S84457716,OBS1107940817,2,13,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
9953,L12719595,40.5445172,-75.5455246,US-PA,/GOOGLE_MAP/ZOOM:15,S76577768,OBS1016182704,11,21,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,,PFW Web 4.1.4
9959,L12789032,46.806083,-92.415603,US-MN,/GOOGLE_MAP/ZOOM:15,S77442107,OBS1028263575,12,7,2020,PFW_2021,blujay,3,1,0,1,0,1,0,1.001,5.0,PFW Web 4.1.4
9976,L12823921,43.2657538,-79.9102606,CA-ON,/GOOGLE_MAP/ZOOM:15,S81796308,OBS1076631996,2,10,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
9997,L12616514,42.3346087,-72.9993217,US-MA,/GOOGLE_MAP/ZOOM:15,S79316391,OBS1052608912,1,16,2021,PFW_2021,blujay,6,1,0,1,1,1,1,1.001,15.001,PFW Mobile App v1.1.17
10007,L10184296,46.4761279,-62.1807504,CA-PE,/GOOGLE_MAP/ZOOM:16,S79353563,OBS1053011008,1,14,2021,PFW_2021,blujay,5,1,0,0,1,1,1,1.001,0.001,PFW Web 4.1.4
10008,L13790125,30.504904,-84.2262947,US-FL,/GOOGLE_MAP/ZOOM:15,S82538849,OBS1084871337,2,27,2021,PFW_2021,blujay,4,1,0,0,1,1,1,1.001,0.0,PFW Mobile App v1.1.17
10038,L491699,44.3963207,-74.1597319,US-NY,ESRI_WEBSERVICE_STREET/GOOGLE_MAP/ZOOM:2,S82769135,OBS1087598470,1,20,2021,PFW_2021,blujay,1,1,0,1,1,1,1,4.001,15.001,PFW Web 4.1.4
10046,L3162553,36.1907803,-79.8329258,US-NC,/GOOGLE_MAP/ZOOM:15,S83183946,OBS1092383878,2,21,2021,PFW_2021,blujay,2,1,0,1,0,1,0,1.001,0.0,PFW Web 4.1.4
10112,L5090015,44.4975461,-79.5486116,CA-ON,/GOOGLE_MAP/ZOOM:15,S84296028,OBS1105850816,3,28,2021,PFW_2021,blujay,6,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
10140,L105347,42.7908136,-77.5718065,US-NY,PointMaker1.0_2,S85886793,OBS1125810261,4,17,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
10142,L5083920,37.2276398,-76.6898383,US-VA,/GOOGLE_MAP/ZOOM:15,S80908937,OBS1071002237,2,7,2021,PFW_2021,blujay,3,1,0,1,0,1,0,1.001,,PFW Web 4.1.4
10146,L12752672,42.6634406,-72.8153229,US-MA,/GOOGLE_MAP/ZOOM:15,S76993232,OBS1021960435,12,1,2020,PFW_2021,blujay,7,1,0,1,1,1,1,1.001,0.0,PFW Mobile App v1.1.17
10171,L12803935,44.3642374,-75.6675925,US-NY,/GOOGLE_MAP/ZOOM:18,S77238075,OBS1025383658,12,4,2020,PFW_2021,blujay,2,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
10190,L10169726,37.4323287,-79.2030139,US-VA,/GOOGLE_MAP/ZOOM:15,S84838089,OBS1112477388,4,5,2021,PFW_2021,blujay,2,1,0,1,0,0,0,0.001,0.0,PFW Mobile App v1.1.17
10203,L10170444,37.2212644,-76.4828467,US-VA,/GOOGLE_MAP/ZOOM:18,S84170798,OBS1104342822,3,13,2021,PFW_2021,blujay,2,1,0,1,0,1,0,1.001,0.0,PFW Mobile App v1.1.17
10218,L12830111,33.7569477,-96.5472666,US-TX,/GOOGLE_MAP/ZOOM:18,S80120933,OBS1063435487,1,30,2021,PFW_2021,blujay,1,1,0,1,0,0,1,1.001,0.0,PFW Mobile App v1.1.17
10223,L3265639,44.4931093,-71.5199996,US-NH,/GOOGLE_MAP/ZOOM:15,S77893919,OBS1034629203,12,22,2020,PFW_2021,blujay,8,1,0,1,1,1,1,8.001,5.0,PFW Web 4.1.4
10242,L1314034,42.4965134,-71.1475677,US-MA,ESRI_WEBSERVICE_STREET,S86039869,OBS1127851423,4,17,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
10251,L10182093,39.071434,-76.993895,US-MD,/GOOGLE_MAP/ZOOM:15,S85399483,OBS1119385723,3,2,2021,PFW_2021,blujay,2,1,0,1,1,1,1,0.001,0.0,PFW Web 4.1.4
10269,L167318,41.5714073,-71.7118454,US-RI,PointMaker1.0_2,S77027249,OBS1022442117,12,2,2020,PFW_2021,blujay,16,1,1,1,1,1,1,1.001,0.0,PFW Web 4.1.4
10312,L5354315,43.0512371,-79.3735817,CA-ON,/GOOGLE_MAP/ZOOM:15,S80130409,OBS1062408068,11,28,2020,PFW_2021,blujay,4,1,0,0,1,1,1,1.001,0.0,PFW Web 4.1.4
10321,L13115864,45.8226469,-77.0795756,CA-ON,/GOOGLE_MAP/ZOOM:15,S78422919,OBS1041518559,12,30,2020,PFW_2021,blujay,1,1,0,1,0,1,0,0.001,5.0,PFW Web 4.1.4
10353,L81273,41.2415458,-73.9144194,US-NY,postal_code,S85847050,OBS1125275290,4,11,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
10368,L227951,39.3959656,-86.3867645,US-IN,PointMaker1.0_2,S79319440,OBS1052631568,1,9,2021,PFW_2021,blujay,4,1,0,1,1,1,1,1.001,0.0,PFW Mobile App v1.1.17
10369,L1798993,42.4681854,-83.1694641,US-MI,,S82676000,OBS1086522682,3,1,2021,PFW_2021,blujay,1,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
10385,L105340,42.4198996,-72.9411067,US-MA,PointMaker1.0_2,S82110954,OBS1079907082,2,15,2021,PFW_2021,blujay,9,1,0,1,1,1,1,0.001,15.001,PFW Web 4.1.4
10394,L2414259,41.4591319,-72.902523,US-CT,/GOOGLE_MAP/ZOOM:15,S88534318,OBS1161229684,4,17,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
10397,L4018393,45.3552523,-76.0489288,CA-ON,/GOOGLE_MAP/ZOOM:15,S83891846,OBS1100817689,2,16,2021,PFW_2021,blujay,1,1,0,0,1,0,1,1.001,15.001,PFW Web 4.1.4
10403,L6493139,45.3528615,-73.7211257,CA-QC,/GOOGLE_MAP/ZOOM:12,S84095518,OBS1103351169,3,16,2021,PFW_2021,blujay,2,1,0,1,1,1,1,0.001,0.001,PFW Web 4.1.4
10404,L8092606,43.1272568,-79.2532862,CA-ON,/GOOGLE_MAP/ZOOM:15,S85211321,OBS1117035627,4,10,2021,PFW_2021,blujay,2,1,0,1,1,1,0,1.001,0.0,PFW Mobile App v1.1.17
10413,L12742991,42.932296,-74.0698242,US-NY,/GOOGLE_MAP/ZOOM:6,S76911448,OBS1020818141,11,29,2020,PFW_2021,blujay,2,1,0,1,1,0,1,0.001,0.0,PFW Mobile App v1.1.17
10428,L40728,42.44191,-79.33536,US-NY,POSTCODE LAT/LONG LOOKUP,S87555629,OBS1148030132,2,6,2021,PFW_2021,blujay,4,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
10432,L12727596,42.6060363,-92.5556649,US-IA,/GOOGLE_MAP/ZOOM:17,S78943745,OBS1047801958,1,9,2021,PFW_2021,blujay,3,1,0,1,0,1,0,1.001,5.0,PFW Mobile App v1.1.17
10440,L74356,37.2822517,-76.6548471,US-VA,POSTCODE LAT/LONG LOOKUP,S82564474,OBS1085202321,2,27,2021,PFW_2021,blujay,2,1,0,1,1,1,1,0.001,0.0,PFW Web 4.1.4
10446,L12737179,42.0359402,-82.7338291,CA-ON,/GOOGLE_MAP/ZOOM:15,S76290642,OBS1012399614,11,14,2020,PFW_2021,blujay,2,1,0,1,0,0,0,0.001,0.0,PFW Web 4.0.4
10469,L10521687,42.4531954,-96.3065239,US-IA,/GOOGLE_MAP/ZOOM:15,S81088781,OBS1072041282,2,13,2021,PFW_2021,blujay,3,1,0,0,1,1,1,0.001,5.0,PFW Mobile App v1.1.17
10522,L12934872,44.207219,-92.627669,US-MN,/GOOGLE_MAP/ZOOM:15,S85881449,OBS1125749309,4,17,2021,PFW_2021,blujay,3,1,0,1,1,1,0,1.001,0.0,PFW Mobile App v1.1.17
10525,L5198404,39.5049512,-104.7983007,US-CO,/GOOGLE_MAP/ZOOM:18,S80505761,OBS1066870425,2,6,2021,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.001,PFW Mobile App v1.1.17
10563,L1802634,43.1310539,-71.2205048,US-NH,,S78073582,OBS1037115626,11,21,2020,PFW_2021,blujay,9,1,0,0,1,0,1,1.001,0.0,PFW Web 4.1.4
10612,L2469880,46.7327428,-72.7882755,CA-QC,/GOOGLE_MAP/ZOOM:16,S81820066,OBS1076840932,2,13,2021,PFW_2021,blujay,3,1,0,1,1,1,1,4.001,15.001,PFW Web 4.1.4
10616,L106891,45.51667,-74.65,CA-ON,postal_code,S80434763,OBS1065989753,1,2,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,,PFW Web 4.1.4
10644,L1311413,43.2088356,-77.515626,US-NY,ESRI_WEBSERVICE_STREET,S79647389,OBS1056504358,1,10,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,,PFW Web 4.1.4
10688,L12748314,41.5439509,-73.3869982,US-CT,/GOOGLE_MAP/ZOOM:15,S86132768,OBS1129050501,4,21,2021,PFW_2021,blujay,2,1,0,0,1,0,1,1.001,0.0,PFW Web 4.1.4
10689,L8138808,48.1714789,-79.1471518,CA-QC,/GOOGLE_MAP/ZOOM:15,S83248661,OBS1093113861,3,11,2021,PFW_2021,blujay,1,1,0,1,0,0,1,0.001,15.001,PFW Mobile App v1.1.17
10707,L1311570,43.4113141,-79.7947526,CA-ON,ESRI_WEBSERVICE_STREET,S80143519,OBS1062549632,1,25,2021,PFW_2021,blujay,21,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
10708,L12744873,39.3934478,-84.4296741,US-OH,/GOOGLE_MAP/ZOOM:17,S76560756,OBS1016523627,11,22,2020,PFW_2021,blujay,3,1,0,1,1,0,0,1.001,0.0,PFW Web 4.1.4
10741,L2344198,40.6622124,-80.1582718,US-PA,,S82846178,OBS1088526193,2,27,2021,PFW_2021,blujay,3,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
10780,L358983,35.1768952,-101.9076777,US-TX,ESRI_WEBSERVICE_STREET/GOOGLE_MAP/ZOOM:2,S82118860,OBS1079973858,12,20,2020,PFW_2021,blujay,1,1,0,1,0,1,0,0.001,,PFW Mobile App v1.1.17
10790,L363960,43.1303677,-80.2916908,CA-ON,POSTCODE LAT/LONG LOOKUP,S79448159,OBS1053946444,1,16,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
10797,L6967354,37.126219,-80.4063741,US-VA,/GOOGLE_MAP/ZOOM:18,S82115778,OBS1079958070,2,20,2021,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
10799,L77352,42.23673,-78.02171,US-NY,postal_code,S79955958,OBS1060241806,1,24,2021,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
10841,L2423615,35.7687359,-78.752106,US-NC,/GOOGLE_MAP/ZOOM:15,S78666747,OBS1044318833,12,29,2020,PFW_2021,blujay,1,1,0,0,0,1,0,1.001,0.0,PFW Mobile App v1.1.17
10877,L12710106,39.180177,-91.898686,US-MO,/GOOGLE_MAP/ZOOM:15,S80354975,OBS1065074458,1,30,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
10886,L6472069,42.045082,-76.7944539,US-NY,/GOOGLE_MAP/ZOOM:17,S82361370,OBS1082875065,2,23,2021,PFW_2021,blujay,5,1,0,1,0,1,0,1.001,15.001,PFW Web 4.1.4
10891,L1799876,42.8416799,-73.778698,US-NY,,S78165500,OBS1038224611,12,22,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
10936,L829678,42.9533195,-76.421669,US-NY,ESRI_WEBSERVICE_STREET,S78361715,OBS1040807149,12,26,2020,PFW_2021,blujay,4,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
10966,L1809865,41.9096231,-72.7709377,US-CT,GREATDATA_POSTCODE/GOOGLE_MAP/ZOOM:0,S79489383,OBS1054476714,1,16,2021,PFW_2021,blujay,1,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
10977,L1800868,39.9109131,-77.0557451,US-PA,/GOOGLE_MAP/ZOOM:0,S82098513,OBS1079791448,2,18,2021,PFW_2021,blujay,3,1,0,1,1,1,1,8.001,5.0,PFW Web 4.1.4
11000,L73814,42.21389,-76.19026,US-NY,POSTCODE LAT/LONG LOOKUP,S85237348,OBS1117321443,4,1,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
11005,L1027758,42.43256,-76.5032349,US-NY,ESRI_WEBSERVICE_STREET,S82292833,OBS1082023501,2,16,2021,PFW_2021,blujay,1,1,0,1,0,1,0,4.001,15.001,PFW Web 4.1.4
11029,L8132360,41.7807613,-73.1052575,US-CT,/GOOGLE_MAP/ZOOM:15,S84495984,OBS1108298081,3,27,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
11062,L1811674,38.5671349,-90.043251,US-IL,,S82211778,OBS1081101442,2,21,2021,PFW_2021,blujay,4,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
11114,L460354,42.921349,-73.8543,US-NY,POSTCODE LAT/LONG LOOKUP,S79595458,OBS1055852911,12,19,2020,PFW_2021,blujay,7,1,0,1,1,1,1,1.001,,PFW Web 4.1.4
11138,L8068544,39.8797409,-88.375268,US-IL,/GOOGLE_MAP/ZOOM:17,S76602607,OBS1016543483,11,16,2020,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
11149,L621347,33.837665,-84.364286,US-GA,ESRI_WEBSERVICE_STREET,S76955117,OBS1021429408,11,22,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,,PFW Web 4.1.4
11180,L13254502,40.2024607,-105.1182895,US-CO,/GOOGLE_MAP/ZOOM:15,S79150539,OBS1050367993,1,11,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
11305,L8235937,42.3700009,-76.3945883,US-NY,/GOOGLE_MAP/ZOOM:15,S84184867,OBS1104522937,3,18,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
11316,L1435265,36.353981,-82.4124374,US-TN,ESRI_WEBSERVICE_STREET,S85408812,OBS1119503015,4,10,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
11326,L5116387,49.2119414,-84.7678471,CA-ON,/GOOGLE_MAP/ZOOM:15,S78819943,OBS1046282380,12,13,2020,PFW_2021,blujay,2,1,0,1,1,1,1,4.001,5.0,PFW Web 4.1.4
11379,L6473806,40.128257,-74.131514,US-NJ,,S78598083,OBS1043453796,12,16,2020,PFW_2021,blujay,7,1,0,0,1,1,0,1.001,0.001,PFW Web 4.1.4
11381,L12566962,32.6818709,-85.010437,US-GA,/GOOGLE_MAP/ZOOM:15,S79737367,OBS1057964028,1,23,2021,PFW_2021,blujay,1,1,0,0,1,0,1,1.001,0.0,PFW Mobile App v1.1.17
11446,L1798993,42.4681854,-83.1694641,US-MI,,S81801636,OBS1076656279,2,15,2021,PFW_2021,blujay,3,1,0,1,1,1,1,8.001,15.001,PFW Web 4.1.4
11468,L133515,42.1134796,-76.0121155,US-NY,PointMaker1.0_2,S83007416,OBS1090319722,3,6,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
11486,L167747,41.6620293,-75.2907028,US-PA,PointMaker1.0_2,S79364319,OBS1053139108,1,12,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
11535,L10222087,40.7314543,-74.4058673,US-NJ,/GOOGLE_MAP/ZOOM:18,S79990455,OBS1060685003,1,26,2021,PFW_2021,blujay,1,1,0,1,1,1,1,4.001,0.001,PFW Web 4.1.4
11569,L72497,38.37397,-76.43309,US-MD,POSTCODE LAT/LONG LOOKUP,S79897995,OBS1059501555,12,8,2020,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,,PFW Web 4.1.4
11584,L12932697,39.8567952,-82.7442491,US-OH,/GOOGLE_MAP/ZOOM:18,S81895207,OBS1077590833,2,12,2021,PFW_2021,blujay,7,1,0,1,1,1,0,1.001,15.001,PFW Web 4.1.4
11662,L4030045,41.8960182,-71.9302447,US-CT,/GOOGLE_MAP/ZOOM:18,S85168795,OBS1116464974,1,30,2021,PFW_2021,blujay,2,1,0,1,1,1,0,1.001,5.0,PFW Web 4.1.4
11720,L5081523,49.723142,-112.601924,CA-AB,/GOOGLE_MAP/ZOOM:15,S77299449,OBS1026312374,11,14,2020,PFW_2021,blujay,5,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
11762,L12766767,40.8532079,-76.4435899,US-PA,/GOOGLE_MAP/ZOOM:18,S84169877,OBS1104342738,12,4,2020,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
11773,L12739915,42.7080708,-74.5040685,US-NY,/GOOGLE_MAP/ZOOM:18,S76303847,OBS1012541410,11,14,2020,PFW_2021,blujay,3,1,0,1,0,0,1,1.001,0.0,PFW Web 4.0.4
11780,L10521687,42.4531954,-96.3065239,US-IA,/GOOGLE_MAP/ZOOM:15,S82071706,OBS1079520647,2,21,2021,PFW_2021,blujay,4,1,0,1,1,0,0,0.001,5.0,PFW Mobile App v1.1.17
11795,L1849044,42.6673536,-81.1636019,CA-ON,GREATDATA_POSTCODE,S81308117,OBS1073319665,2,12,2021,PFW_2021,blujay,14,1,0,1,0,1,0,4.001,5.0,PFW Web 4.1.4
11798,L8330819,37.8229909,-77.8205791,US-VA,/GOOGLE_MAP/ZOOM:15,S85884153,OBS1126873677,4,19,2021,PFW_2021,blujay,1,1,0,0,1,1,0,1.001,0.0,PFW Web 4.1.4
11803,L10473201,42.3171364,-71.3668106,US-MA,/GOOGLE_MAP/ZOOM:12,S82263625,OBS1081723059,12,25,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
11809,L8146254,45.005131,-93.511312,US-MN,/GOOGLE_MAP/ZOOM:15,S77806964,OBS1033421588,12,13,2020,PFW_2021,blujay,1,1,0,1,0,0,1,1.001,0.0,PFW Web 4.1.4
11824,L3187226,37.3619201,-75.9607715,US-VA,/GOOGLE_MAP/ZOOM:15,S83121600,OBS1091666732,3,8,2021,PFW_2021,blujay,2,1,0,1,0,1,1,1.001,0.0,PFW Web 4.1.4
11831,L274471,43.2582058,-79.9501705,CA-ON,GREATDATA_POSTCODE/GOOGLE_MAP/ZOOM:4,S77915171,OBS1034999800,12,22,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
11842,L24522,34.3161386,-85.1622193,US-GA,POSTCODE LAT/LONG LOOKUP,S77007976,OBS1022207046,12,1,2020,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
11881,L14005846,42.4401825,-71.4005517,US-MA,/GOOGLE_MAP/ZOOM:15,S86186326,OBS1129747857,1,23,2021,PFW_2021,blujay,7,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
11887,L3314444,43.504112,-70.42883,US-ME,/GOOGLE_MAP/ZOOM:15,S85837036,OBS1125142808,2,19,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
11893,L4009701,42.4874515,-71.2795758,US-MA,/GOOGLE_MAP/ZOOM:15,S78647856,OBS1044112104,1,2,2021,PFW_2021,blujay,2,1,0,1,1,1,1,0.001,0.001,PFW Web 4.1.4
11898,L1407854,42.2385979,-77.7931671,US-NY,ESRI_WEBSERVICE_STREET,S79577769,OBS1055608718,1,18,2021,PFW_2021,blujay,10,1,0,1,1,1,1,4.001,5.0,PFW Web 4.1.4
11917,L671020,42.795053,-86.131905,US-MI,ESRI_WEBSERVICE_STREET,S77270444,OBS1025883515,11,21,2020,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
11957,L10985615,42.67569,-70.9883156,US-MA,/GOOGLE_MAP/ZOOM:15,S80760021,OBS1069707174,2,8,2021,PFW_2021,blujay,8,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
11987,L797537,35.9381523,-78.9444199,US-NC,ESRI_WEBSERVICE_STREET,S82260442,OBS1081688075,2,22,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
11991,L1810640,34.8403831,-81.9260681,US-SC,,S83311738,OBS1093874792,2,24,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
12005,L357862,39.6898348,-82.9709172,US-OH,ESRI_WEBSERVICE_STREET/GOOGLE_MAP/ZOOM:1,S79500626,OBS1054613423,12,22,2020,PFW_2021,blujay,2,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
12024,L3999016,39.240882,-94.891837,US-KS,/GOOGLE_MAP/ZOOM:15,S81660880,OBS1075368216,2,13,2021,PFW_2021,blujay,2,1,0,1,1,1,1,8.001,5.0,PFW Web 4.1.4
12053,L5085583,26.2663253,-80.1959735,US-FL,/GOOGLE_MAP/ZOOM:18,S86688703,OBS1136357876,3,4,2021,PFW_2021,blujay,3,1,0,1,0,1,0,1.001,0.0,PFW Web 4.1.4
12063,L5185107,42.0307935,-72.4115335,US-CT,/GOOGLE_MAP/ZOOM:15,S79084650,OBS1049528922,1,9,2021,PFW_2021,blujay,3,1,0,0,1,1,0,1.001,0.001,PFW Web 4.1.4
12125,L10224884,37.31977,-93.294932,US-MO,/GOOGLE_MAP/ZOOM:15,S78805987,OBS1046066800,12,19,2020,PFW_2021,blujay,4,1,0,0,0,1,1,1.001,0.0,PFW Web 4.1.4
12126,L10901606,37.843051,-77.56872,US-VA,/GOOGLE_MAP/ZOOM:15,S80599600,OBS1067901880,2,6,2021,PFW_2021,blujay,8,1,0,1,0,1,1,4.001,5.0,PFW Web 4.1.4
12171,L2804146,32.570274,-97.145751,US-TX,/GOOGLE_MAP/ZOOM:15,S79779490,OBS1058022741,12,26,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
12196,L5010440,44.4074751,-77.6997328,CA-ON,/GOOGLE_MAP/ZOOM:15,S83873396,OBS1100603180,3,20,2021,PFW_2021,blujay,11,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
12204,L821648,40.5651321,-79.9461746,US-PA,ESRI_WEBSERVICE_STREET,S77169690,OBS1024416931,12,5,2020,PFW_2021,blujay,3,1,0,1,1,1,1,0.001,,PFW Web 4.1.4
12217,L10508388,42.3101407,-82.8772438,CA-ON,/GOOGLE_MAP/ZOOM:18,S76888149,OBS1020475226,11,28,2020,PFW_2021,blujay,1,1,0,1,0,1,1,8.001,0.0,PFW Mobile App v1.1.17
12237,L12875185,42.3397716,-71.2075639,US-MA,/GOOGLE_MAP/ZOOM:18,S81683128,OBS1075523068,2,14,2021,PFW_2021,blujay,2,1,0,1,0,0,1,1.001,5.0,PFW Web 4.1.4
12242,L24371,43.046085,-75.0111508,US-NY,POSTCODE LAT/LONG LOOKUP,S82620315,OBS1085875597,2,27,2021,PFW_2021,blujay,7,1,0,1,1,1,1,4.001,15.001,PFW Web 4.1.4
12252,L12935043,38.7339709,-92.3322162,US-MO,/GOOGLE_MAP/ZOOM:15,S78202158,OBS1038730614,12,27,2020,PFW_2021,blujay,6,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
12275,L10088784,41.6999211,-73.9804416,US-NY,/GOOGLE_MAP/ZOOM:16,S86020464,OBS1127595392,4,18,2021,PFW_2021,blujay,2,1,0,1,1,1,1,4.001,,PFW Web 4.1.4
12292,L3166395,42.0448629,-72.5810909,US-MA,/GOOGLE_MAP/ZOOM:17,S79214400,OBS1051235247,1,9,2021,PFW_2021,blujay,1,1,0,0,1,1,0,1.001,0.0,PFW Web 4.1.4
12327,L12826185,41.3844035,-81.6875202,US-OH,/GOOGLE_MAP/ZOOM:15,S78199159,OBS1038688153,12,27,2020,PFW_2021,blujay,4,1,0,0,1,0,1,0.001,0.0,PFW Web 4.1.4
12375,L8196443,40.6067166,-105.0533981,US-CO,/GOOGLE_MAP/ZOOM:15,S78140422,OBS1037936742,12,19,2020,PFW_2021,blujay,11,1,1,1,0,1,0,1.001,0.0,PFW Web 4.1.4
12391,L5081318,44.8099095,-73.2989734,US-VT,/GOOGLE_MAP/ZOOM:17,S78581375,OBS1043280186,12,29,2020,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
12439,L10132905,43.6463106,-80.5247346,CA-ON,/GOOGLE_MAP/ZOOM:15,S76845300,OBS1019943841,11,28,2020,PFW_2021,blujay,15,1,0,1,1,1,0,1.001,0.0,PFW Web 4.1.4
12471,L5095036,39.9429273,-75.5954964,US-PA,/GOOGLE_MAP/ZOOM:15,S83886055,OBS1100752078,3,13,2021,PFW_2021,blujay,2,1,0,1,1,1,1,4.001,0.0,PFW Mobile App v1.1.17
12499,L4008512,32.901613,-96.743583,US-TX,/GOOGLE_MAP/ZOOM:15,S78096788,OBS1037363786,12,26,2020,PFW_2021,blujay,6,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
12512,L18831,54.76667,-111.96667,CA-AB,POSTCODE LAT/LONG LOOKUP,S85399494,OBS1119385690,1,23,2021,PFW_2021,blujay,9,1,0,1,1,1,1,1.001,,PFW Web 4.1.4
12516,L2073499,41.4507041,-91.5334082,US-IA,,S84428197,OBS1107538427,3,14,2021,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.001,PFW Mobile App v1.1.17
12561,L681893,38.2627488,-92.7665806,US-MO,GREATDATA_POSTCODE/GOOGLE_MAP/ZOOM:2,S78835035,OBS1046450360,1,4,2021,PFW_2021,blujay,5,1,0,1,0,0,1,1.001,0.0,PFW Web 4.1.4
12571,L10147832,39.1715691,-84.6000695,US-OH,/GOOGLE_MAP/ZOOM:18,S79621326,OBS1056169100,1,19,2021,PFW_2021,blujay,1,1,0,0,1,0,1,1.001,0.0,PFW Web 4.1.4
12696,L3991354,39.0482273,-77.5064206,US-VA,/GOOGLE_MAP/ZOOM:12,S79048397,OBS1049030633,1,9,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
12709,L612197,35.878067,-84.2032595,US-TN,ESRI_WEBSERVICE_CITY/GOOGLE_MAP/ZOOM:5,S84174680,OBS1104758957,3,27,2021,PFW_2021,blujay,1,1,0,1,1,1,1,4.001,,PFW Mobile App v1.1.17
